counseling_authority,college_name,type,exam,minority,university,quota,course,category,round,cutoff,year,seat,fee
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 3,6834,2024,0,0
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 4,35525,2024,0,0
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 1,31739,2024,03,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 2,14923,2024,03,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 3,34252,2024,03,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 4,22842,2024,03,542100
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 1,26974,2024,06,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 2,28126,2024,06,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 3,10589,2024,06,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 4,20655,2024,06,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 1,3156,2024,06,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 2,37845,2024,06,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 3,10000,2024,06,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 4,1488,2024,06,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 1,20978,2024,05,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 2,3302,2024,05,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 3,26878,2024,05,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 4,10494,2024,05,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 1,32182,2024,06,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 2,4497,2024,06,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 3,39774,2024,06,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 4,32447,2024,06,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 1,29032,2024,03,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 2,32042,2024,03,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 3,31387,2024,03,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 4,20404,2024,03,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 1,8048,2024,03,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 2,39299,2024,03,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 3,891,2024,03,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 4,27074,2024,03,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 1,36219,2024,0,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 2,4928,2024,0,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 3,28075,2024,0,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 4,13573,2024,0,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 1,11198,2024,02,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 2,27096,2024,02,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 3,33613,2024,02,621228
Uttar Pradesh,"Saraswati Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 4,23990,2024,02,621228
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 1,18316,2024,03,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 2,32084,2024,03,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 3,22218,2024,03,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 4,12756,2024,03,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 1,38748,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 2,24887,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 3,33280,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 4,3468,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 1,1046,2024,0,0
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 2,19090,2024,0,0
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 3,5170,2024,0,0
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 4,27106,2024,0,0
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 1,3774,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 2,33038,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 3,35036,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 4,25780,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 1,17511,2024,03,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 2,27040,2024,03,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 3,17291,2024,03,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 4,1719,2024,03,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 1,17378,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 2,25373,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 3,27649,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 4,11706,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 1,13693,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 2,5163,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 3,4548,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 4,5363,2024,02,707100
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 1,12263,2024,0,0
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 2,30118,2024,0,0
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 3,2610,2024,0,0
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 4,4466,2024,0,0
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 1,4223,2024,0,0
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 2,15304,2024,0,0
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 3,31195,2024,0,0
Uttar Pradesh,"Azamgarh Dental College, Azamgarh",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 4,6365,2024,0,0
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 1,23088,2024,06,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 2,16516,2024,06,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 3,29491,2024,06,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 4,4456,2024,06,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 1,34761,2024,06,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 2,22544,2024,06,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 3,2581,2024,06,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 4,7680,2024,06,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 1,37824,2024,0,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 2,25745,2024,0,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 3,37599,2024,0,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 4,26679,2024,0,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 1,29202,2024,05,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 2,22326,2024,05,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 3,17081,2024,05,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 4,20147,2024,05,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 1,19163,2024,05,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 2,4238,2024,05,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 3,27387,2024,05,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 4,1506,2024,05,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 1,33335,2024,05,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 2,27030,2024,05,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 3,30729,2024,05,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 4,13173,2024,05,765000
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 1,31033,2024,0,0
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 2,32642,2024,0,0
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 3,33355,2024,0,0
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 4,22079,2024,0,0
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 1,22656,2024,0,0
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 2,37785,2024,0,0
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 3,26907,2024,0,0
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 4,8104,2024,0,0
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 1,34104,2024,0,0
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 2,4892,2024,0,0
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 3,25426,2024,0,0
Uttar Pradesh,"Inderprastha Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 4,35845,2024,0,0
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 1,32271,2024,05,859700
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 2,33122,2024,05,859700
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 3,5891,2024,05,859700
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 4,5159,2024,05,859700
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 1,25149,2024,03,859700
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 2,15092,2024,03,859700
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 3,13176,2024,03,859700
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 4,21274,2024,03,859700
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 1,31271,2024,03,859700
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 2,11770,2024,03,859700
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 3,17381,2024,03,859700
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 4,23046,2024,03,859700
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 1,12621,2024,05,700000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 2,11065,2024,05,700000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 3,2244,2024,05,700000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 4,33008,2024,05,700000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 1,1448,2024,03,600000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 2,4538,2024,03,600000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 3,482,2024,03,600000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 4,32353,2024,03,600000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 1,1306,2024,03,500000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 2,7171,2024,03,500000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 3,33870,2024,03,500000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 4,31132,2024,03,500000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 1,21095,2024,03,400000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 2,4702,2024,03,400000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 3,164,2024,03,400000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 4,25855,2024,03,400000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 1,23085,2024,0,0
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 2,24263,2024,0,0
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 3,24621,2024,0,0
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 4,32689,2024,0,0
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 1,1754,2024,03,300000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 2,39118,2024,03,300000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 3,8115,2024,03,300000
Uttar Pradesh,"Shree Bankey Bihari Dental College, Ghaziabad",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 4,24291,2024,03,300000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 1,11980,2024,03,728000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 2,26522,2024,03,728000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 3,16853,2024,03,728000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 4,20304,2024,03,728000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 1,31882,2024,03,649000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 2,11304,2024,03,649000
